text,doc_key,story_id,model_type,prompt_type,seed,num_sentences,source_file,balanced_category,sampled_seed
"Wolf observed the approaching ship through binoculars , its deck crowded with soldiers and civilians . The vessel , weathered and tense , signaled an uncertain arrival . [SENT] Paul , a charismatic figure in a blue vest , stood among a group of men , their voices raised in urgent discussion , hinting at defiance or desperation . [SENT] Dressed in a crisp white suit , Paul confronted Wolf , his posture calm but eyes betraying the gravity of their exchange . [SENT] The standoff escalated as Wolf ’ s soldiers raised rifles , their barrels trained on Paul , who remained motionless , his composure unshaken . [SENT] Karen , in a flowing white gown , was seized by Wolf ’ s men , her wrists bound , as Paul watched helplessly amid the surrounding troops . The ship ’ s deck , once a stage for negotiation , now echoed with the weight of capture and loss . [SENT]",11678,32,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A woman with short blonde hair and red lipstick appears pensive , her gaze fixed off-camera as soft , out-of-focus lights create a warm ambiance around her . [SENT] She later stands with a red-haired woman under string lights , both holding wine glasses , their conversation intimate against the backdrop of a nighttime garden gathering . [SENT] Now seated at a table , she engages in discussion with a man in a dark suit , their wine glasses partially filled as they lean toward one another in a dimly lit room . [SENT] In another section of the venue , a man in a dark jacket smokes while conversing with a woman in a black one-shoulder dress , their table set with empty wine glasses . [SENT] The man gestures with his hand as he speaks , his companion listening intently , both surrounded by other guests in the lively restaurant atmosphere . The evening unfolds with quiet exchanges and subtle tensions , each interaction layered beneath the glow of ambient lighting and the hum of social energy . [SENT]",11543,32,qwen3vl,large,42,5,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
Three friends were at the table talking about their favorite pizza toppings . [SENT] Ben heard them talking and told his friend that it is obviously mushrooms . [SENT] Ben told his other friend and his other friend said it was anchovies . [SENT] Ben looked disgusted . [SENT] Ben 's friend decided that the friendship would end if anchovies were not given the proper respect they deserved . [SENT],5540,33,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"In a diner , three funeral home directors discuss the business of death over coffee . Todd , who sits in the center , is describing the rising costs he has witnessed in coffin manufacturing . To his right sits Benjamin , a rather dour man , and to his left sits Crawford , a legend in the industry . Todd asks , `` How do we keep our costs down in this economy ? '' Crawford is silent for a moment and says , `` I do n't think we can without reducing the quality of our services . '' [SENT] Todd pays for Benjamin and Crawford . He owes them everything . They showed him how to run a mortuary ; how to simultaneously be solemn and gentle with families of the deceased while milking them of every penny he can . He saw nothing wrong with it . He has paid his dues at this point , but still feels some loyalty to his mentors . `` Thank you , Loretta . I hope you have a good day . '' [SENT] Benjamin and Todd walk out of the diner . Benjamin says , `` Look , you need to cool it with Crawford . You are making it too obvious you want to take over his funeral homes when he retires in the next couple of years . '' Todd says , `` Yeah , and so do you . '' [SENT] Todd looks at Benjamin as he again talks about how they should split Crawford 's business evenly . `` We can control this entire market together , says Benjamin . There is little traffic on the highway . Todd is noncommittal and says , '' Sure , maybe we could . '' [SENT] Todd stares at Benjamin as he looks down in discomfort . He is leery of Todd . Todd is a shark . His ambition was dangerous . There was plenty of death to go around . It was lucrative . Why could n't Todd see it does n't have to be winner takes all ? Benjamin then says , `` Hey just think about it . Crawford has no family left besides us . '' [SENT]",5540,33,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines,human_large,44
"Amy sits behind the wheel of a light blue vintage car parked in front of a residential house , looking content as she prepares to drive . [SENT] Christian stands on the front walkway of the house , dressed in a gray suit , adjusting his tie or jacket as he gets ready to leave for work . [SENT] Amy leans over the open driver 's side door of the blue car , appearing distressed or urgently trying to communicate something about the vehicle . [SENT] Christian rushes over to help Amy , who seems to have collapsed or stumbled near the car . He supports her weight as they struggle together on the sidewalk , her beige coat falling open . [SENT] Amy leans into the car through the open door while Christian appears to be assisting or checking on her from behind , both of them focused on something inside the vehicle that has caused this sudden emergency [SENT]",5265,33,claude45,original,42,5,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"At a hospital reception desk , Connie stands waiting among several other people dressed in medical attire . The busy area features a clock on the wall and notice boards , with staff members attending to various tasks behind the counter . The atmosphere appears routine , with medical professionals going about their daily responsibilities in the healthcare facility . [SENT] A close-up shows hands placing or retrieving an object on a small blue bedside table . The scene captures a moment of careful handling , with the person wearing what appears to be medical clothing . The action suggests someone is either storing or accessing personal belongings in a clinical setting . [SENT] Inside a dimly lit room bathed in red emergency lighting , John stands in the center wearing a light blue medical gown . The space appears to be a medical facility or laboratory with equipment visible in the background . Other figures are present in the shadowy environment , and the red glow from windows creates an ominous atmosphere suggesting something unusual is occurring . [SENT] The scene continues in the red-lit room where John , still in his medical gown , appears to be in conversation with others . He stands near a desk area while at least two other people are visible in the space . The emergency lighting continues to cast everything in a crimson hue , and the setting maintains its tense , uncertain quality as the group appears to be discussing or addressing a situation . [SENT] In a sudden burst of movement , a figure in white clothing is captured mid-motion , appearing to fall or be thrown backward . John is visible in the frame observing this dramatic moment . The red lighting persists , and the action suggests a violent or startling incident has just occurred within the medical facility , escalating whatever situation was unfolding in the previous moments [SENT]",345,33,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Philip is enjoying music with headphones , completely absorbed and smiling . He seems to be in a relaxed and joyful mood . [SENT] Jude enters the room , glancing around with curiosity . He appears to be searching for someone or something , his expression intent and focused . [SENT] Jude stands in the room , looking determined . He seems to have spotted what he was looking for , and his gaze is fixed in a particular direction . [SENT] Jude approaches a wooden door , peering through a narrow gap . His expression is serious , and he appears to be trying to see what is happening inside . [SENT] Jude leans closer to the door , speaking through the gap . His expression is earnest , as if he is trying to communicate something important to those inside . [SENT] Inside the room , Philip and Matt are sharing the headphones , listening intently . They seem to be in their own world , momentarily oblivious to Jude 's presence outside . [SENT] Jude continues to watch through the gap , his expression a mix of determination and curiosity , as he tries to engage with Philip and Matt inside . [SENT]",6921,33,gpt4o,original,42,7,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A small dog lies sprawled on a wooden floor , surrounded by bits of torn paper , suggesting playful mischief . [SENT] Ben stands on a kitchen counter , appearing startled as he looks down , possibly reacting to the dog 's antics . [SENT] In a tense moment , Ben holds the dog at arm 's length , his face showing frustration or alarm . [SENT] Ben throws his hands up in exasperation , his expression a mix of confusion and disbelief . [SENT] The dog runs energetically through Ben 's legs , heading toward another room . [SENT] In the living room , Ben tries to manage the chaos as Cameron , dressed in a red dress , watches in shock . [SENT]",2702,33,gpt4o,large,42,6,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The sun was setting over the ruins of a once grand estate , casting long shadows over the rubble and debris . Mel and Heath approached the scene with a heavy heart , their faces grim and determined . The remnants of a fierce battle lay before them , with charred wood and twisted metal scattered across the landscape . [SENT] As they walked towards the wreckage , Mel ’ s eyes fell upon a small group of children huddled together , their faces streaked with dirt and tears . One young girl clutched a teddy bear , her eyes wide with fear . Heath , seeing the children , moved forward to offer comfort , his presence a silent reassurance in the chaos . [SENT] In the distance , a wagon and a horse stood , the air thick with smoke and dust . Mel ’ s gaze lingered on the destruction , his mind racing with the events that had led them here . The remnants of their home lay in ruins , a stark reminder of the violence that had torn their world apart . [SENT] Heath knelt down , picking up a handful of broken toys from the ground , his expression somber . The sight of the discarded playthings only deepened the sense of loss and sorrow that hung in the air . [SENT] Mel ’ s face contorted with emotion as he looked upon the scene , the weight of his responsibility and grief evident . He knew they had to keep moving , to find a way to rebuild and protect those who remained . [SENT] The group gathered around a small , white picket fence , a poignant contrast to the devastation surrounding them . Mel and Heath stood with the children , their silhouettes framed by the fading light , a symbol of hope amidst the ruin . They knew the road ahead would be difficult , but they were determined to face it together , united in their resolve to rebuild and heal . [SENT]",4173,33,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Two women walked down the street , chatting as they passed by a building with a sign reading `` ENTRANCE '' and an arrow pointing to the right . [SENT] One of the women , wearing a red cardigan , seemed particularly animated as they walked . [SENT] They stopped outside a diner , where a public phone was mounted on the wall . [SENT] The woman in the red cardigan smiled warmly , engaging in conversation with the other woman , who was dressed in a white blouse . [SENT] They entered the diner and sat at a booth by the window . [SENT] The woman in the white blouse sipped a coffee while the woman in the red cardigan picked up a newspaper . [SENT] The diner was cozy , with a small vase of flowers on the table . [SENT] The sunlight streaming through the window highlighted the relaxed atmosphere as they continued their conversation . [SENT]",1201,33,internvl3,large,42,8,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The man was a photographer . He had been capturing the beauty of nature for years , but today he was on a mission to take the perfect shot . [SENT] He stood at the edge of the cliff , his camera at the ready . The wind was blowing fiercely , causing his hair to fly back and forth . He focused on the landscape before him , a stunning vista of rolling hills and green fields . [SENT] As he snapped photo after photo , the wind began to pick up even more . His camera shook slightly in his hands , but he held steady , determined to get the shot he wanted . Suddenly , a strong gust blew through , causing him to stumble backward . [SENT] He regained his balance quickly , but not before his camera had been knocked out of his hands . It fell to the ground , and he watched in horror as it was swept away by the wind . He chased after it , but it was too late . The camera was gone , lost in the vast expanse of the landscape . [SENT] The man stood there , feeling defeated and frustrated . He had come so close to capturing the perfect shot , only to have it slip through his fingers . But then , he noticed something strange . The wind was blowing the fragments of his camera back towards him . [SENT] As the pieces flew through the air , he realized that this could be an opportunity to create something new and unique . He began to gather up the fragments , his mind racing with ideas . [SENT] With the fragments in hand , he started to reassemble them , creating a new and abstract sculpture . The wind continued to blow , but he worked steadily , shaping and molding the pieces into a beautiful work of art . [SENT] Finally , he stepped back to admire his creation . The sculpture was unlike anything he had ever made before - a twisted , abstract representation of the natural world . He smiled , feeling a sense of pride and accomplishment . Sometimes , losing something can lead to something even better . [SENT]",4047,33,llama4scout,original,42,8,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The sequence of images depicts a woman with blonde hair , wearing a red dress , dancing in a dark room . The woman is initially seen from a distance , her body partially obscured by shadows , as she moves to the music [SENT] As the scene progresses , the camera zooms in on her , capturing her energetic dance moves , her blonde hair flying around her face , and her red dress shimmering under the dim light [SENT] The room around her is dark and crowded , with other people dancing in the background , but the focus remains on the woman in red , her movements becoming more dynamic and carefree [SENT] The images convey a sense of joy and abandon , as if the woman is lost in the music and the moment , her dance becoming more expressive and emotive [SENT] Throughout the sequence , the woman 's face is not clearly visible , but her body language and movements convey a sense of freedom and happiness , drawing the viewer into the vibrant and dynamic scene . [SENT]",11541,33,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Eliza ’ s hand rested on the wooden pew , fingers hovering over a loose button as she fought to steady her breath . [SENT] Her bonnet strings tightened with each passing moment , her gaze fixed on the floor to hide the tears threatening to fall . [SENT] Thomas , the minister , stood at the pulpit , his voice carrying the weight of scripture through the quiet church . [SENT] A deacon beside him turned the pages of the ledger , his expression unreadable as he followed the service . [SENT] In the pews , neighbors watched Eliza with quiet curiosity , their whispers blending with the rustle of hymnals . The sermon ’ s final words settled like a judgment , leaving her to face the unspoken truth she could no longer outrun . [SENT]",5721,33,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A dimly lit room features a grand piano with a man standing in the background near a stone wall , his posture tense as if observing something unseen . [SENT] Jason extends his arm toward another man in a worn suit , their confrontation charged with unspoken tension in the cramped , shadowy space . [SENT] A bald man lies motionless on the floor , his head bowed as others stand over him , suggesting a violent altercation has occurred . [SENT] Jason , holding a cigar , grips a gun aimed at a prone figure while another man struggles to deflect the weapon , the air thick with danger . [SENT] The prone man remains on the ground , surrounded by figures whose postures indicate urgency , one still holding the gun above him . [SENT] A white sheet is draped over the motionless figure , concealing the aftermath of the violence in the dimly lit room . [SENT] Nick sits at a bar , his disheveled appearance contrasting with the neon signs behind him as a hand pours a drink into a glass before him . [SENT]",6215,33,qwen3vl,large,42,7,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
A fancy dinner is taking place inside of a dimly lit restaurant . [SENT] James looks over his shoulder to notice someone . [SENT] There is a woman sitting at a table with a green dress . [SENT] James gets up and approaches Kim . [SENT] An antique car is parked outside along a walking bridge . [SENT] A man with a hat waits in the car . [SENT],5349,34,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"There is a large group of people sitting inside a fancy restaurant or dining room , having dinner at tables . The walls are covered in dark red wallpaper with a floral design , and there are two lit wall lamps . A big painting hangs in the middle of the back wall , with green decorations or plants on each side . The people are dressed nicely in suits and dresses . The tables have candles and wine glasses on them . Everyone is chatting while they eat their meals . [SENT] A man , James , is wearing a dark blue suit sits at a bar and looks over his shoulder at something we can ’ t see . Behind him , is the same dark red patterned wallpaper , and small lamps that give off a warm light . Two other people are at the bar , talking to a bartender who is wearing a white shirt . A shiny silver pitcher sits on the counter . The lighting is soft and dim , making the room feel quiet and serious . The man looks focused as he turns his head . [SENT] This scene now shows what James appears to be looking at . Through a doorway , he can see a busy dining room with many people sitting at tables and having dinner . A blonde-haired woman , Kim , in a bright green clothing is in the middle of the room , which makes her stand out . A waiter is serving food at one of the tables while other guests are chatting and eating . [SENT] Kim is now standing near a doorway , turning her head to look inside the room . Her hair is neatly styled in a bun . A man in a gray suit and bow tie walks toward her with a slight smile . The background is busy , but the moment centers on the woman and her slightly surprised reaction . [SENT] A light-colored car is parked on the side of a city street . A man sits inside the car , looking ahead through the windshield . Behind the car , there is a large brown building with tall windows , and farther back , a tall gray tower rises into the sky . Two other men are walking on the sidewalk near the front of the car , wearing a dark suit and hat . The sky is clear , and the scene looks calm . [SENT]",5349,34,human,large,42,5,human_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_large,42
"Christoph , a high-ranking officer in formal military attire , stands in an elegant hallway speaking with another German officer who wears white gloves and numerous decorations on his uniform . The two men appear to be engaged in serious conversation , with the shorter officer gesturing as he explains something to Christoph . [SENT] The scene shifts to a darker setting where a figure wearing a black hood over their head stands before Daniel , who is dressed in formal attire . The hooded figure 's identity is completely concealed , creating an ominous atmosphere . [SENT] The hooded figure and Daniel face each other in what appears to be a tense confrontation . Daniel looks directly at the masked person , his expression serious and focused despite the unsettling situation . [SENT] Daniel raises his hand in a gesture , seemingly trying to communicate or reason with the hooded figure . His face shows a mix of concern and determination as he attempts to engage with the mysterious person before him . [SENT] Daniel reaches out toward the hooded figure , his hand extended as if trying to make physical contact or establish some connection . The lighting emphasizes the dramatic nature of this encounter , with shadows playing across both figures in the dimly lit space [SENT]",11340,34,claude45,original,42,5,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A military officer named Wolf stands on the deck of a weathered cargo vessel , observing a crowded ship filled with passengers and crew members in the distance . The rusty red deck of the other vessel is packed with people , and the calm sea stretches out behind them under an overcast sky . [SENT] On the deck of the ship , a diverse group of men has gathered together , their faces showing joy and relief . Paul , a man wearing a dark vest with gold trim and a brown hat , stands prominently among the crew and passengers , smiling broadly as others around him laugh and celebrate their apparent freedom or arrival . [SENT] A well-dressed man in a cream-colored suit and straw fedora hat stands among a crowd on what appears to be a dock or ship deck . His expression is confident and somewhat smug as he surveys the scene around him , clearly a person of authority or importance in this situation . [SENT] The same man in the suit now faces forward with a more serious expression , standing between two rifles or poles that frame him in the shot . Behind him on the ship 's upper deck , other figures can be seen observing the proceedings , suggesting some kind of formal inspection or confrontation is taking place . [SENT] A tense standoff unfolds on the ship 's deck as Wolf , the military officer , stands facing the well-dressed man and a woman named Karen in a flowing pink dress . Several other military personnel in khaki uniforms are positioned around the deck , creating an atmosphere of official business or potential conflict . The woman stands between the two men , suggesting she may be at the center of whatever negotiation or confrontation is occurring on this vessel [SENT]",11678,34,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a quiet diner , three men in suits engage in a tense conversation . The atmosphere is serious , with one man gesturing emphatically , possibly negotiating or discussing a critical issue . The expressions on their faces suggest the stakes are high . [SENT] Later , one of the men , now wearing a heavy winter coat and hat , stands at a service counter , speaking to a woman . He appears focused , possibly arranging details or gathering information for a plan . [SENT] Outside , he meets another man in a red coat . They walk together , exchanging words with a sense of urgency . The cold air and snow-covered surroundings add to the tension of their conversation . [SENT] The man in the winter coat looks concerned as they stop by a highway . He seems to be explaining something crucial to his companion , who listens intently . The highway signs indicate they are on the move , possibly heading to a new location . [SENT] In a snowy park , the man in the red coat appears deep in thought , his expression troubled . The two men stand facing each other , the weight of their conversation evident . The situation seems to be reaching a pivotal moment , with decisions that could change their course . [SENT]",5540,34,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A man in a trench coat stands solemnly in front of a small church , its cross-topped steeple reaching into the overcast sky . The scene is quiet , with a hint of anticipation in the air as he prepares to enter . [SENT] A stark black-and-white image of Charles Manson appears , his eyes wide and intense , evoking a sense of unease and mystery . [SENT] Two men crouch by a riverside , their expressions serious as they examine something in the water . The atmosphere is tense , hinting at a discovery of importance . [SENT] A photograph captures several men in uniform lying side by side , their badges visible , suggesting a somber event or ceremony . The setting feels official and grave . [SENT] Finally , a convertible stops on a sunlit street , a man in the driver 's seat looking up as an officer approaches . The scene is casual yet charged with underlying tension , hinting at an impending confrontation . [SENT]",11457,34,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a dimly lit office , Tom , a stern officer with a black eye patch , entered the room . His presence was imposing , his gaze focused on the task at hand . The atmosphere was tense , as he walked past Bill , an older officer with glasses , who was busy sorting through documents . The room was filled with the silent tension of an impending decision . [SENT] Tom approached a group of men , all in military uniforms , who stood attentively . Terence , another officer with a bald head , watched Tom with a serious expression , while Christian , a younger officer , seemed to be deep in thought . The room was cluttered with files and books , hinting at the importance of their mission . [SENT] As Tom moved forward , Bill looked up , catching a glimpse of the determination in Tom 's eyes . The older man 's expression turned grave , understanding the weight of the situation . [SENT] Tom reached the center of the room , where the group of officers gathered . Terence and Christian stood alert , their eyes fixed on him , awaiting his next move . The air was thick with anticipation , every moment feeling charged with significance . [SENT] Terence stepped forward , his movements deliberate . He stood face to face with Tom , both men exuding authority and resolve . The others watched silently , their attention undivided . [SENT] Christian glanced at Bill , who remained by the wall , a silent observer in the unfolding drama . The tension in the room reached its peak , as all eyes were on Tom and Terence , waiting for the crucial decision that would define their next steps . [SENT]",13683,34,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a dimly lit , rustic tavern , Daniel , a man with long hair and a prominent mustache , is seen deep in thought , his eyes fixed on something off-screen . The atmosphere is tense , with shadows cast by the sparse lighting highlighting the serious expressions of those gathered . [SENT] The camera shifts to show Daniel standing in the center , surrounded by a few men in top hats and suits , who appear to be listening intently . The room is cluttered with barrels and wooden furniture , adding to the gritty , old-time feel . [SENT] Daniel leans forward , his face contorted with emotion , as he seems to be explaining something important . The other men , including John , a stern-faced man in the background , watch him with anticipation . [SENT] Daniel ’ s hands move expressively as he speaks , emphasizing the gravity of his words . The lighting casts dramatic shadows across his face , heightening the intensity of the moment . [SENT] The focus then shifts to a man seated at a table , his attention fully on Daniel . The room is filled with an air of suspense , as if awaiting a crucial decision . [SENT] The final scene shows a group of men seated around a table , their faces serious , as they listen to Daniel . The dim lighting and cluttered surroundings enhance the sense of urgency and secrecy in the air . [SENT]",9418,34,internvl3,large,42,6,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The crowd of people in white shirts and black pants or skirts stood in a large room , possibly an auditorium or a stadium . They were all facing the same direction , seemingly waiting for something to happen . [SENT] The scene shifted as the crowd began to throw their hats into the air , a traditional gesture of celebration . The hats were black , and they created a dark cloud-like effect as they soared above the crowd . [SENT] The room was filled with a reddish glow , which illuminated the faces of the people . The atmosphere was electric , and the crowd 's excitement was palpable . [SENT] As the hats continued to fall , the crowd started to move , possibly cheering or clapping . The room was filled with a sense of joy and accomplishment . [SENT] The final image showed the crowd still celebrating , with some people holding their arms up in the air . The hats were still scattered around , and the room was filled with a sense of euphoria . [SENT]",345,34,llama4scout,original,42,5,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The chaotic scene unfolded as Jennifer sprinted down the stairs , her feet pounding against the steps . [SENT] She was followed closely by Gerard , who was trying to catch up to her . The staircase was filled with people , all rushing to get somewhere , but Jennifer and Gerard were the main focus . [SENT] As they continued down the stairs , the crowd seemed to grow thicker , making it harder for them to move . Jennifer pushed through the sea of people , her determination clear on her face . [SENT] Gerard was right behind her , his eyes fixed on her as he tried to keep up . The stairs seemed to stretch on forever , but they finally reached the bottom , where a large crowd of people was waiting . [SENT] Jennifer and Gerard emerged from the stairs , out of breath , and blended into the crowd , trying to lose themselves in the sea of faces . [SENT] The crowd was dense , with people pushing and shoving to get through , but Jennifer and Gerard managed to find their way through , still trying to evade being caught . [SENT]",7195,34,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Jeff and Jim lounged in plush bathrobes on a hotel bed , one adjusting a sleep mask as they prepared for the evening . [SENT] They leaned over a newspaper , scanning the headline about the Swansons ’ Preservationists Gala , their expressions shifting from curiosity to determination . [SENT] The article confirmed the event ’ s prestige , urging them to refine their appearance . [SENT] At a barbershop , they sat in blue capes as stylists trimmed and teased their hair into elaborate styles . [SENT] One read a magazine while the other endured dramatic blow-drying , their once-messy locks transformed into polished , voluminous looks fit for the city ’ s elite . [SENT]",3761,34,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Tom , a one-eyed military officer , stands in a dimly lit office lined with bookshelves , his posture rigid as he addresses unseen superiors . [SENT] His expression tightens in a close-up , the eye patch stark against his uniform , suggesting tension in the conversation . [SENT] Bill , an older general adorned with medals , bows his head thoughtfully in a room illuminated by a wall sconce , weighing the implications of the discussion . [SENT] Tom turns to face Terence , a civilian in a dark suit , and Christian , a stern-faced officer , who stand silently behind him in a corridor . [SENT] Bill confronts Tom directly in a library-like room , his posture authoritative as other officers observe the exchange . [SENT] Terence strides forward to join the group , his back to the camera , as the room ’ s tension thickens with unspoken decisions . [SENT]",13683,34,qwen3vl,large,42,6,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Amy was waiting for her husband to get out of a meeting . She was very worried , because he was a very shy man . [SENT] Christian , her husband , got out as if there was nothing wrong . [SENT] However , Amy knew her husband very well , and quickly rushed to help him . [SENT] His legs gave out as soon as they were together . He was very nervous ! . [SENT] She helped him inside his car and they drove home to have a nice meal ! . [SENT]",5265,35,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"amy pulled up to the house in her powder blue caddy . christian had called her and asked if she could come take him to the hospital . [SENT] he stood out front clutching his chest . [SENT] amy rushed out of the car to get christian . [SENT] she reached his side just as he appeared to be falling out . she caught him just before he fell . [SENT] she helped him to the car and he had to get in through the driver side because the passenger door does n't open . her plan was to drive him to the hospital and then notify his brothers bradley , alessandro , and louis . [SENT]",5265,35,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines,human_large,44
"Armed robbers wearing black masks and tactical gear storm into a building , carrying weapons and moving with purpose through the darkened corridors . [SENT] The masked intruders burst into a corporate office where employees are working at their desks . People are forced to the ground as the armed men take control of the room , creating chaos and terror among the office workers . [SENT] Robert , one of the office employees , is grabbed forcefully and held down . His head is pushed down as the robbers assert their dominance over the hostages , ensuring no one attempts to resist or escape . [SENT] Robert and other employees remain crouched behind their desks with their hands protecting their heads , complying with the robbers ' demands . The atmosphere is tense as they wait helplessly while the criminals carry out their operation . [SENT] One of the masked robbers exits through the building 's glass doors , completing their raid and making their escape from the scene . [SENT] Later , a man in business attire enters what appears to be a vault or safe deposit box room , accessing one of the many numbered compartments lining the walls . He searches through the contents , possibly discovering what the robbers were after or checking on his own valuables in the aftermath of the incident [SENT]",10486,35,claude45,original,42,6,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a cluttered antique shop filled with maritime artifacts and curiosities , Denzel stands protectively behind an elderly white-haired man who appears to be the shop 's proprietor . The older man looks concerned and wary as they face something or someone off-screen , his weathered face showing years of experience dealing with difficult situations . [SENT] Denzel examines a framed painting of an old sailing ship hanging on the wall among the shop 's eclectic collection . His expression is intense and focused as he studies the maritime artwork , suggesting he 's searching for something specific or verifying important information about the piece . [SENT] The elderly shopkeeper 's face contorts with visible distress and fear , his wild white hair framing his alarmed expression . He appears to be reacting to a threat or disturbing revelation , his mouth open as if he 's either protesting or warning someone about imminent danger . [SENT] Mila stands among the antique shop 's inventory , her long dark hair falling past her shoulders as she observes the tense situation unfolding . Her leather jacket and serious demeanor suggest she 's involved in whatever investigation or confrontation is taking place in the cramped space . [SENT] Tom sits at a desk with a large world map visible on the wall behind him , his face grave and troubled in the dim lighting . He appears to be processing difficult information or making a critical decision , his dark clothing blending into the shadowy atmosphere of what seems to be a planning or strategy session connected to the events at the antique shop [SENT]",721,35,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Angelina stood in a dimly lit room , her hand covering her mouth in shock . The atmosphere was tense , hinting at the gravity of the situation she had just uncovered . [SENT] In the next room , a group gathered around a computer screen , huddled together in concentration . Angelina , Jonny , Renoly , and Matthew were intently focused on the display , trying to decipher the information . Fisher stood nearby , observing with a drink in hand . [SENT] As the group continued to discuss their findings , Angelina and Jonny exchanged a knowing look . Renoly joined the conversation , bringing a sense of urgency to their mission . [SENT] Matthew , with a confident smile , gestured animatedly as he explained his plan . The group listened intently , realizing the importance of their next steps . Fisher ’ s presence added an air of unpredictability to the gathering . [SENT] In a separate location , a mysterious man sat at his computer , typing away with a focused expression . The room was cluttered with gadgets , suggesting his involvement in something clandestine . [SENT] The man leaned back , contemplating his next move . His demeanor was calm yet calculating , indicating his role in the unfolding events . The connection between him and the group remained unclear , but his involvement was undeniable . [SENT]",8154,35,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a small diner , a man in a leather jacket sits at a table , staring intently at a cup of coffee . His expression is tense , suggesting he is deep in thought . [SENT] Across from him , a woman with short blonde hair looks at him with concern . Her eyes reveal a mixture of worry and determination , as if she is trying to convey something important . [SENT] The man leans back , adjusting his jacket , seemingly preparing to speak or make a decision . His posture shifts , indicating a moment of resolve . [SENT] Nearby , a man in a dark suit stands by the counter , watching the pair closely . His presence adds an element of tension , as though he is waiting for something to unfold . [SENT] The woman , now alone , gazes out the window with a distant look . Her expression is one of contemplation , as if she is processing the events that just transpired . [SENT]",12358,35,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
